,x_top_left,y_top_left,x_top_right,y_top_right,x_bot_left,y_bot_left,x_bot_right,y_bot_right
0,370.1036376953125,197.1763153076172,540.0,208.0,368.66326904296875,222.5262908935547,540.0,220.0
1,370.1036376953125,197.1763153076172,540.0,208.0,368.66326904296875,222.5262908935547,540.0,222.0
2,370.0932312011719,197.2753143310547,540.0,208.0,368.7137756347656,222.7953338623047,540.0,226.0
3,370.1411437988281,197.3542022705078,540.0,208.0,368.7803649902344,222.86830139160156,540.0,225.0
4,370.1246337890625,197.57049560546875,540.0,208.0,368.81707763671875,223.06753540039062,540.0,224.0
5,370.1757507324219,197.57313537597656,539.8292236328125,206.4634246826172,368.8576965332031,223.27476501464844,541.96337890625,225.6707305908203
6,370.24078369140625,196.9547882080078,539.8292846679688,206.4634246826172,368.71978759765625,222.5071258544922,542.0853881835938,226.76829528808594
7,370.24078369140625,196.9547882080078,541.0,207.0,368.71978759765625,222.5071258544922,541.0,228.0
8,370.2408142089844,196.9547882080078,541.0,207.0,368.7198181152344,222.5071258544922,541.0,229.0
9,370.24078369140625,196.9547882080078,541.0,207.0,368.71978759765625,222.5071258544922,541.0,229.0
10,370.24078369140625,196.9547882080078,541.0,207.0,368.71978759765625,222.5071258544922,541.0,230.0
11,370.2283935546875,197.07139587402344,541.0,207.0,368.748779296875,222.52024841308594,541.0,230.0
12,370.2283935546875,197.07139587402344,541.0,207.0,368.748779296875,222.52024841308594,541.0,230.0
13,370.2169189453125,197.18275451660156,541.0,207.0,368.77655029296875,222.53273010253906,541.0,230.0
14,370.2169189453125,197.18275451660156,541.0,207.0,368.77655029296875,222.53273010253906,541.0,230.0
15,370.2061767578125,197.28921508789062,541.0,207.0,368.79693603515625,222.65536499023438,541.0,230.0
16,370.1977844238281,197.3744354248047,541.0,208.0,368.8134460449219,222.7534637451172,541.0,230.0
17,371.1270751953125,197.5856170654297,541.2918701171875,209.3307342529297,369.7845458984375,223.0939178466797,539.933837890625,231.05836486816406
18,371.1271057128906,197.5856170654297,541.2725219726562,208.36895751953125,369.7845764160156,223.0939178466797,539.9380493164062,231.05517578125
19,371.10723876953125,197.85536193847656,541.36962890625,209.0856170654297,369.83538818359375,223.29176330566406,539.9921875,231.12452697753906
20,371.1219787597656,197.7738037109375,541.0,208.0,369.7434997558594,222.93115234375,541.0,231.0
21,371.1219787597656,197.7738037109375,541.0,207.0,369.7434997558594,222.93115234375,541.0,231.0
22,371.1219787597656,197.7738037109375,541.0,207.0,369.7434997558594,222.93115234375,541.0,230.0
23,371.1219787597656,197.7738037109375,541.0,207.0,369.7375183105469,223.0404052734375,541.0,231.0
24,371.13311767578125,197.64907836914062,541.0,207.0,369.70123291015625,222.94537353515625,541.0,230.0
25,371.1260986328125,197.72921752929688,541.0,208.0,369.7200012207031,223.03997802734375,541.0,230.0
26,371.13629150390625,197.59266662597656,541.0,208.0,369.70123291015625,222.9453887939453,541.0,230.0
27,371.1226501464844,197.75213623046875,541.0,208.0,369.7383117675781,223.13116455078125,541.0,230.0
28,371.2314147949219,197.75808715820312,541.0,208.0,369.8470458984375,223.13711547851562,541.0,230.0
29,371.2154541015625,197.90606689453125,542.0,208.0,369.8784484863281,223.30938720703125,542.0,229.0
30,371.39453125,197.76698303222656,542.0,208.0,370.0102233886719,223.14601135253906,542.0,229.0
31,371.64727783203125,197.56497192382812,541.593017578125,207.89381408691406,370.20904541015625,222.97412109375,542.9912109375,228.8672637939453
